actions,discount_factor,mc_rewards,next_obs,obs,rewards,terminal_discounts,terminal_obs,terminals
0,0.95,-0.09025,"[0, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[0, 17, 4]",False
17,0.95,-0.095,"[0, 17, -1]","[0, -1, -1]",0.0,0.9025,"[0, 17, 4]",False
4,0.95,-0.1,"[0, 17, 4]","[0, 17, -1]",-0.1,0.95,"[0, 17, 4]",True
15,0.95,-0.09025,"[15, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[15, 17, 14]",False
17,0.95,-0.095,"[15, 17, -1]","[15, -1, -1]",0.0,0.9025,"[15, 17, 14]",False
14,0.95,-0.1,"[15, 17, 14]","[15, 17, -1]",-0.1,0.95,"[15, 17, 14]",True
11,0.95,-0.09025,"[11, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[11, 8, 2]",False
8,0.95,-0.095,"[11, 8, -1]","[11, -1, -1]",0.0,0.9025,"[11, 8, 2]",False
2,0.95,-0.1,"[11, 8, 2]","[11, 8, -1]",-0.1,0.95,"[11, 8, 2]",True
17,0.95,-0.09025,"[17, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[17, 4, 12]",False
4,0.95,-0.095,"[17, 4, -1]","[17, -1, -1]",0.0,0.9025,"[17, 4, 12]",False
12,0.95,-0.1,"[17, 4, 12]","[17, 4, -1]",-0.1,0.95,"[17, 4, 12]",True
5,0.95,-0.09025,"[5, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[5, 0, 15]",False
0,0.95,-0.095,"[5, 0, -1]","[5, -1, -1]",0.0,0.9025,"[5, 0, 15]",False
15,0.95,-0.1,"[5, 0, 15]","[5, 0, -1]",-0.1,0.95,"[5, 0, 15]",True
0,0.95,-0.09025,"[0, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[0, 18, 4]",False
18,0.95,-0.095,"[0, 18, -1]","[0, -1, -1]",0.0,0.9025,"[0, 18, 4]",False
4,0.95,-0.1,"[0, 18, 4]","[0, 18, -1]",-0.1,0.95,"[0, 18, 4]",True
0,0.95,-0.09025,"[0, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[0, 13, 0]",False
13,0.95,-0.095,"[0, 13, -1]","[0, -1, -1]",0.0,0.9025,"[0, 13, 0]",False
0,0.95,-0.1,"[0, 13, 0]","[0, 13, -1]",-0.1,0.95,"[0, 13, 0]",True
5,0.95,-0.09025,"[5, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[5, 14, 1]",False
14,0.95,-0.095,"[5, 14, -1]","[5, -1, -1]",0.0,0.9025,"[5, 14, 1]",False
1,0.95,-0.1,"[5, 14, 1]","[5, 14, -1]",-0.1,0.95,"[5, 14, 1]",True
18,0.95,-0.09025,"[18, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[18, 0, 7]",False
0,0.95,-0.095,"[18, 0, -1]","[18, -1, -1]",0.0,0.9025,"[18, 0, 7]",False
7,0.95,-0.1,"[18, 0, 7]","[18, 0, -1]",-0.1,0.95,"[18, 0, 7]",True
17,0.95,-0.09025,"[17, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[17, 4, 2]",False
4,0.95,-0.095,"[17, 4, -1]","[17, -1, -1]",0.0,0.9025,"[17, 4, 2]",False
2,0.95,-0.1,"[17, 4, 2]","[17, 4, -1]",-0.1,0.95,"[17, 4, 2]",True
7,0.95,-0.09025,"[7, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[7, 4, 21]",False
4,0.95,-0.095,"[7, 4, -1]","[7, -1, -1]",0.0,0.9025,"[7, 4, 21]",False
21,0.95,-0.1,"[7, 4, 21]","[7, 4, -1]",-0.1,0.95,"[7, 4, 21]",True
6,0.95,-0.09025,"[6, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[6, 17, 17]",False
17,0.95,-0.095,"[6, 17, -1]","[6, -1, -1]",0.0,0.9025,"[6, 17, 17]",False
17,0.95,-0.1,"[6, 17, 17]","[6, 17, -1]",-0.1,0.95,"[6, 17, 17]",True
8,0.95,-0.09025,"[8, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[8, 20, 6]",False
20,0.95,-0.095,"[8, 20, -1]","[8, -1, -1]",0.0,0.9025,"[8, 20, 6]",False
6,0.95,-0.1,"[8, 20, 6]","[8, 20, -1]",-0.1,0.95,"[8, 20, 6]",True
22,0.95,-0.09025,"[22, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[22, 0, 17]",False
0,0.95,-0.095,"[22, 0, -1]","[22, -1, -1]",0.0,0.9025,"[22, 0, 17]",False
17,0.95,-0.1,"[22, 0, 17]","[22, 0, -1]",-0.1,0.95,"[22, 0, 17]",True
10,0.95,-0.09025,"[10, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[10, 5, 12]",False
5,0.95,-0.095,"[10, 5, -1]","[10, -1, -1]",0.0,0.9025,"[10, 5, 12]",False
12,0.95,-0.1,"[10, 5, 12]","[10, 5, -1]",-0.1,0.95,"[10, 5, 12]",True
15,0.95,-0.09025,"[15, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[15, 0, 4]",False
0,0.95,-0.095,"[15, 0, -1]","[15, -1, -1]",0.0,0.9025,"[15, 0, 4]",False
4,0.95,-0.1,"[15, 0, 4]","[15, 0, -1]",-0.1,0.95,"[15, 0, 4]",True
15,0.95,-0.09025,"[15, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[15, 14, 24]",False
14,0.95,-0.095,"[15, 14, -1]","[15, -1, -1]",0.0,0.9025,"[15, 14, 24]",False
24,0.95,-0.1,"[15, 14, 24]","[15, 14, -1]",-0.1,0.95,"[15, 14, 24]",True
17,0.95,-0.09025,"[17, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[17, 20, 13]",False
20,0.95,-0.095,"[17, 20, -1]","[17, -1, -1]",0.0,0.9025,"[17, 20, 13]",False
13,0.95,-0.1,"[17, 20, 13]","[17, 20, -1]",-0.1,0.95,"[17, 20, 13]",True
5,0.95,-0.09025,"[5, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[5, 0, 19]",False
0,0.95,-0.095,"[5, 0, -1]","[5, -1, -1]",0.0,0.9025,"[5, 0, 19]",False
19,0.95,-0.1,"[5, 0, 19]","[5, 0, -1]",-0.1,0.95,"[5, 0, 19]",True
13,0.95,-0.09025,"[13, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[13, 0, 10]",False
0,0.95,-0.095,"[13, 0, -1]","[13, -1, -1]",0.0,0.9025,"[13, 0, 10]",False
10,0.95,-0.1,"[13, 0, 10]","[13, 0, -1]",-0.1,0.95,"[13, 0, 10]",True
22,0.95,-0.09025,"[22, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[22, 7, 8]",False
7,0.95,-0.095,"[22, 7, -1]","[22, -1, -1]",0.0,0.9025,"[22, 7, 8]",False
8,0.95,-0.1,"[22, 7, 8]","[22, 7, -1]",-0.1,0.95,"[22, 7, 8]",True
9,0.95,-0.09025,"[9, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[9, 0, 11]",False
0,0.95,-0.095,"[9, 0, -1]","[9, -1, -1]",0.0,0.9025,"[9, 0, 11]",False
11,0.95,-0.1,"[9, 0, 11]","[9, 0, -1]",-0.1,0.95,"[9, 0, 11]",True
7,0.95,-0.09025,"[7, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[7, 0, 19]",False
0,0.95,-0.095,"[7, 0, -1]","[7, -1, -1]",0.0,0.9025,"[7, 0, 19]",False
19,0.95,-0.1,"[7, 0, 19]","[7, 0, -1]",-0.1,0.95,"[7, 0, 19]",True
8,0.95,-0.09025,"[8, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[8, 19, 20]",False
19,0.95,-0.095,"[8, 19, -1]","[8, -1, -1]",0.0,0.9025,"[8, 19, 20]",False
20,0.95,-0.1,"[8, 19, 20]","[8, 19, -1]",-0.1,0.95,"[8, 19, 20]",True
3,0.95,-0.09025,"[3, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[3, 14, 13]",False
14,0.95,-0.095,"[3, 14, -1]","[3, -1, -1]",0.0,0.9025,"[3, 14, 13]",False
13,0.95,-0.1,"[3, 14, 13]","[3, 14, -1]",-0.1,0.95,"[3, 14, 13]",True
19,0.95,-0.09025,"[19, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[19, 0, 17]",False
0,0.95,-0.095,"[19, 0, -1]","[19, -1, -1]",0.0,0.9025,"[19, 0, 17]",False
17,0.95,-0.1,"[19, 0, 17]","[19, 0, -1]",-0.1,0.95,"[19, 0, 17]",True
13,0.95,-0.09025,"[13, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[13, 4, 3]",False
4,0.95,-0.095,"[13, 4, -1]","[13, -1, -1]",0.0,0.9025,"[13, 4, 3]",False
3,0.95,-0.1,"[13, 4, 3]","[13, 4, -1]",-0.1,0.95,"[13, 4, 3]",True
14,0.95,-0.09025,"[14, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[14, 17, 6]",False
17,0.95,-0.095,"[14, 17, -1]","[14, -1, -1]",0.0,0.9025,"[14, 17, 6]",False
6,0.95,-0.1,"[14, 17, 6]","[14, 17, -1]",-0.1,0.95,"[14, 17, 6]",True
13,0.95,-0.09025,"[13, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[13, 7, 13]",False
7,0.95,-0.095,"[13, 7, -1]","[13, -1, -1]",0.0,0.9025,"[13, 7, 13]",False
13,0.95,-0.1,"[13, 7, 13]","[13, 7, -1]",-0.1,0.95,"[13, 7, 13]",True
3,0.95,-0.09025,"[3, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[3, 20, 4]",False
20,0.95,-0.095,"[3, 20, -1]","[3, -1, -1]",0.0,0.9025,"[3, 20, 4]",False
4,0.95,-0.1,"[3, 20, 4]","[3, 20, -1]",-0.1,0.95,"[3, 20, 4]",True
7,0.95,-0.09025,"[7, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[7, 0, 3]",False
0,0.95,-0.095,"[7, 0, -1]","[7, -1, -1]",0.0,0.9025,"[7, 0, 3]",False
3,0.95,-0.1,"[7, 0, 3]","[7, 0, -1]",-0.1,0.95,"[7, 0, 3]",True
11,0.95,0.095,"[11, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[11, 4, 21]",False
4,0.95,0.1,"[11, 4, -1]","[11, -1, -1]",0.1,0.9025,"[11, 4, 21]",False
21,0.95,0.0,"[11, 4, 21]","[11, 4, -1]",0.0,0.95,"[11, 4, 21]",True
0,0.95,-0.09025,"[0, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[0, 9, 12]",False
9,0.95,-0.095,"[0, 9, -1]","[0, -1, -1]",0.0,0.9025,"[0, 9, 12]",False
12,0.95,-0.1,"[0, 9, 12]","[0, 9, -1]",-0.1,0.95,"[0, 9, 12]",True
0,0.95,-0.09025,"[0, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[0, 2, 5]",False
2,0.95,-0.095,"[0, 2, -1]","[0, -1, -1]",0.0,0.9025,"[0, 2, 5]",False
5,0.95,-0.1,"[0, 2, 5]","[0, 2, -1]",-0.1,0.95,"[0, 2, 5]",True
10,0.95,-0.09025,"[10, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[10, 7, 8]",False
7,0.95,-0.095,"[10, 7, -1]","[10, -1, -1]",0.0,0.9025,"[10, 7, 8]",False
8,0.95,-0.1,"[10, 7, 8]","[10, 7, -1]",-0.1,0.95,"[10, 7, 8]",True
12,0.95,-0.09025,"[12, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[12, 0, 12]",False
0,0.95,-0.095,"[12, 0, -1]","[12, -1, -1]",0.0,0.9025,"[12, 0, 12]",False
12,0.95,-0.1,"[12, 0, 12]","[12, 0, -1]",-0.1,0.95,"[12, 0, 12]",True
22,0.95,-0.09025,"[22, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[22, 8, 13]",False
8,0.95,-0.095,"[22, 8, -1]","[22, -1, -1]",0.0,0.9025,"[22, 8, 13]",False
13,0.95,-0.1,"[22, 8, 13]","[22, 8, -1]",-0.1,0.95,"[22, 8, 13]",True
5,0.95,-0.09025,"[5, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[5, 14, 20]",False
14,0.95,-0.095,"[5, 14, -1]","[5, -1, -1]",0.0,0.9025,"[5, 14, 20]",False
20,0.95,-0.1,"[5, 14, 20]","[5, 14, -1]",-0.1,0.95,"[5, 14, 20]",True
11,0.95,-0.09025,"[11, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[11, 24, 2]",False
24,0.95,-0.095,"[11, 24, -1]","[11, -1, -1]",0.0,0.9025,"[11, 24, 2]",False
2,0.95,-0.1,"[11, 24, 2]","[11, 24, -1]",-0.1,0.95,"[11, 24, 2]",True
0,0.95,-0.09025,"[0, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[0, 18, 18]",False
18,0.95,-0.095,"[0, 18, -1]","[0, -1, -1]",0.0,0.9025,"[0, 18, 18]",False
18,0.95,-0.1,"[0, 18, 18]","[0, 18, -1]",-0.1,0.95,"[0, 18, 18]",True
1,0.95,-0.09025,"[1, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[1, 4, 0]",False
4,0.95,-0.095,"[1, 4, -1]","[1, -1, -1]",0.0,0.9025,"[1, 4, 0]",False
0,0.95,-0.1,"[1, 4, 0]","[1, 4, -1]",-0.1,0.95,"[1, 4, 0]",True
5,0.95,-0.09025,"[5, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[5, 14, 13]",False
14,0.95,-0.095,"[5, 14, -1]","[5, -1, -1]",0.0,0.9025,"[5, 14, 13]",False
13,0.95,-0.1,"[5, 14, 13]","[5, 14, -1]",-0.1,0.95,"[5, 14, 13]",True
6,0.95,-0.09025,"[6, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[6, 8, 0]",False
8,0.95,-0.095,"[6, 8, -1]","[6, -1, -1]",0.0,0.9025,"[6, 8, 0]",False
0,0.95,-0.1,"[6, 8, 0]","[6, 8, -1]",-0.1,0.95,"[6, 8, 0]",True
5,0.95,-0.09025,"[5, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[5, 11, 20]",False
11,0.95,-0.095,"[5, 11, -1]","[5, -1, -1]",0.0,0.9025,"[5, 11, 20]",False
20,0.95,-0.1,"[5, 11, 20]","[5, 11, -1]",-0.1,0.95,"[5, 11, 20]",True
18,0.95,-0.09025,"[18, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[18, 0, 23]",False
0,0.95,-0.095,"[18, 0, -1]","[18, -1, -1]",0.0,0.9025,"[18, 0, 23]",False
23,0.95,-0.1,"[18, 0, 23]","[18, 0, -1]",-0.1,0.95,"[18, 0, 23]",True
17,0.95,-0.09025,"[17, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[17, 15, 8]",False
15,0.95,-0.095,"[17, 15, -1]","[17, -1, -1]",0.0,0.9025,"[17, 15, 8]",False
8,0.95,-0.1,"[17, 15, 8]","[17, 15, -1]",-0.1,0.95,"[17, 15, 8]",True
7,0.95,-0.09025,"[7, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[7, 4, 1]",False
4,0.95,-0.095,"[7, 4, -1]","[7, -1, -1]",0.0,0.9025,"[7, 4, 1]",False
1,0.95,-0.1,"[7, 4, 1]","[7, 4, -1]",-0.1,0.95,"[7, 4, 1]",True
4,0.95,-0.09025,"[4, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[4, 4, 12]",False
4,0.95,-0.095,"[4, 4, -1]","[4, -1, -1]",0.0,0.9025,"[4, 4, 12]",False
12,0.95,-0.1,"[4, 4, 12]","[4, 4, -1]",-0.1,0.95,"[4, 4, 12]",True
17,0.95,-0.09025,"[17, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[17, 8, 0]",False
8,0.95,-0.095,"[17, 8, -1]","[17, -1, -1]",0.0,0.9025,"[17, 8, 0]",False
0,0.95,-0.1,"[17, 8, 0]","[17, 8, -1]",-0.1,0.95,"[17, 8, 0]",True
22,0.95,-0.09025,"[22, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[22, 22, 17]",False
22,0.95,-0.095,"[22, 22, -1]","[22, -1, -1]",0.0,0.9025,"[22, 22, 17]",False
17,0.95,-0.1,"[22, 22, 17]","[22, 22, -1]",-0.1,0.95,"[22, 22, 17]",True
25,0.95,-0.09025,"[25, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[25, 4, 24]",False
4,0.95,-0.095,"[25, 4, -1]","[25, -1, -1]",0.0,0.9025,"[25, 4, 24]",False
24,0.95,-0.1,"[25, 4, 24]","[25, 4, -1]",-0.1,0.95,"[25, 4, 24]",True
1,0.95,-0.09025,"[1, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[1, 8, 3]",False
8,0.95,-0.095,"[1, 8, -1]","[1, -1, -1]",0.0,0.9025,"[1, 8, 3]",False
3,0.95,-0.1,"[1, 8, 3]","[1, 8, -1]",-0.1,0.95,"[1, 8, 3]",True
3,0.95,-0.09025,"[3, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[3, 0, 15]",False
0,0.95,-0.095,"[3, 0, -1]","[3, -1, -1]",0.0,0.9025,"[3, 0, 15]",False
15,0.95,-0.1,"[3, 0, 15]","[3, 0, -1]",-0.1,0.95,"[3, 0, 15]",True
17,0.95,-0.09025,"[17, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[17, 8, 2]",False
8,0.95,-0.095,"[17, 8, -1]","[17, -1, -1]",0.0,0.9025,"[17, 8, 2]",False
2,0.95,-0.1,"[17, 8, 2]","[17, 8, -1]",-0.1,0.95,"[17, 8, 2]",True
18,0.95,-0.09025,"[18, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[18, 14, 11]",False
14,0.95,-0.095,"[18, 14, -1]","[18, -1, -1]",0.0,0.9025,"[18, 14, 11]",False
11,0.95,-0.1,"[18, 14, 11]","[18, 14, -1]",-0.1,0.95,"[18, 14, 11]",True
14,0.95,-0.09025,"[14, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[14, 5, 8]",False
5,0.95,-0.095,"[14, 5, -1]","[14, -1, -1]",0.0,0.9025,"[14, 5, 8]",False
8,0.95,-0.1,"[14, 5, 8]","[14, 5, -1]",-0.1,0.95,"[14, 5, 8]",True
20,0.95,-0.09025,"[20, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[20, 12, 10]",False
12,0.95,-0.095,"[20, 12, -1]","[20, -1, -1]",0.0,0.9025,"[20, 12, 10]",False
10,0.95,-0.1,"[20, 12, 10]","[20, 12, -1]",-0.1,0.95,"[20, 12, 10]",True
19,0.95,-0.09025,"[19, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[19, 14, 1]",False
14,0.95,-0.095,"[19, 14, -1]","[19, -1, -1]",0.0,0.9025,"[19, 14, 1]",False
1,0.95,-0.1,"[19, 14, 1]","[19, 14, -1]",-0.1,0.95,"[19, 14, 1]",True
2,0.95,-0.09025,"[2, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[2, 0, 15]",False
0,0.95,-0.095,"[2, 0, -1]","[2, -1, -1]",0.0,0.9025,"[2, 0, 15]",False
15,0.95,-0.1,"[2, 0, 15]","[2, 0, -1]",-0.1,0.95,"[2, 0, 15]",True
9,0.95,-0.09025,"[9, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[9, 0, 24]",False
0,0.95,-0.095,"[9, 0, -1]","[9, -1, -1]",0.0,0.9025,"[9, 0, 24]",False
24,0.95,-0.1,"[9, 0, 24]","[9, 0, -1]",-0.1,0.95,"[9, 0, 24]",True
11,0.95,0.095,"[11, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[11, 4, 12]",False
4,0.95,0.1,"[11, 4, -1]","[11, -1, -1]",0.1,0.9025,"[11, 4, 12]",False
12,0.95,0.0,"[11, 4, 12]","[11, 4, -1]",0.0,0.95,"[11, 4, 12]",True
15,0.95,-0.09025,"[15, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[15, 0, 8]",False
0,0.95,-0.095,"[15, 0, -1]","[15, -1, -1]",0.0,0.9025,"[15, 0, 8]",False
8,0.95,-0.1,"[15, 0, 8]","[15, 0, -1]",-0.1,0.95,"[15, 0, 8]",True
18,0.95,-0.09025,"[18, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[18, 8, 12]",False
8,0.95,-0.095,"[18, 8, -1]","[18, -1, -1]",0.0,0.9025,"[18, 8, 12]",False
12,0.95,-0.1,"[18, 8, 12]","[18, 8, -1]",-0.1,0.95,"[18, 8, 12]",True
8,0.95,-0.09025,"[8, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[8, 1, 2]",False
1,0.95,-0.095,"[8, 1, -1]","[8, -1, -1]",0.0,0.9025,"[8, 1, 2]",False
2,0.95,-0.1,"[8, 1, 2]","[8, 1, -1]",-0.1,0.95,"[8, 1, 2]",True
9,0.95,-0.09025,"[9, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[9, 0, 2]",False
0,0.95,-0.095,"[9, 0, -1]","[9, -1, -1]",0.0,0.9025,"[9, 0, 2]",False
2,0.95,-0.1,"[9, 0, 2]","[9, 0, -1]",-0.1,0.95,"[9, 0, 2]",True
18,0.95,-0.09025,"[18, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[18, 24, 17]",False
24,0.95,-0.095,"[18, 24, -1]","[18, -1, -1]",0.0,0.9025,"[18, 24, 17]",False
17,0.95,-0.1,"[18, 24, 17]","[18, 24, -1]",-0.1,0.95,"[18, 24, 17]",True
19,0.95,-0.09025,"[19, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[19, 2, 19]",False
2,0.95,-0.095,"[19, 2, -1]","[19, -1, -1]",0.0,0.9025,"[19, 2, 19]",False
19,0.95,-0.1,"[19, 2, 19]","[19, 2, -1]",-0.1,0.95,"[19, 2, 19]",True
3,0.95,-0.09025,"[3, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[3, 20, 25]",False
20,0.95,-0.095,"[3, 20, -1]","[3, -1, -1]",0.0,0.9025,"[3, 20, 25]",False
25,0.95,-0.1,"[3, 20, 25]","[3, 20, -1]",-0.1,0.95,"[3, 20, 25]",True
15,0.95,-0.09025,"[15, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[15, 21, 8]",False
21,0.95,-0.095,"[15, 21, -1]","[15, -1, -1]",0.0,0.9025,"[15, 21, 8]",False
8,0.95,-0.1,"[15, 21, 8]","[15, 21, -1]",-0.1,0.95,"[15, 21, 8]",True
4,0.95,-0.09025,"[4, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[4, 11, 12]",False
11,0.95,-0.095,"[4, 11, -1]","[4, -1, -1]",0.0,0.9025,"[4, 11, 12]",False
12,0.95,-0.1,"[4, 11, 12]","[4, 11, -1]",-0.1,0.95,"[4, 11, 12]",True
0,0.95,-0.09025,"[0, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[0, 15, 21]",False
15,0.95,-0.095,"[0, 15, -1]","[0, -1, -1]",0.0,0.9025,"[0, 15, 21]",False
21,0.95,-0.1,"[0, 15, 21]","[0, 15, -1]",-0.1,0.95,"[0, 15, 21]",True
3,0.95,-0.09025,"[3, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[3, 15, 19]",False
15,0.95,-0.095,"[3, 15, -1]","[3, -1, -1]",0.0,0.9025,"[3, 15, 19]",False
19,0.95,-0.1,"[3, 15, 19]","[3, 15, -1]",-0.1,0.95,"[3, 15, 19]",True
22,0.95,-0.09025,"[22, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[22, 22, 8]",False
22,0.95,-0.095,"[22, 22, -1]","[22, -1, -1]",0.0,0.9025,"[22, 22, 8]",False
8,0.95,-0.1,"[22, 22, 8]","[22, 22, -1]",-0.1,0.95,"[22, 22, 8]",True
24,0.95,-0.09025,"[24, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[24, 20, 3]",False
20,0.95,-0.095,"[24, 20, -1]","[24, -1, -1]",0.0,0.9025,"[24, 20, 3]",False
3,0.95,-0.1,"[24, 20, 3]","[24, 20, -1]",-0.1,0.95,"[24, 20, 3]",True
10,0.95,-0.09025,"[10, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[10, 14, 6]",False
14,0.95,-0.095,"[10, 14, -1]","[10, -1, -1]",0.0,0.9025,"[10, 14, 6]",False
6,0.95,-0.1,"[10, 14, 6]","[10, 14, -1]",-0.1,0.95,"[10, 14, 6]",True
13,0.95,-0.09025,"[13, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[13, 14, 4]",False
14,0.95,-0.095,"[13, 14, -1]","[13, -1, -1]",0.0,0.9025,"[13, 14, 4]",False
4,0.95,-0.1,"[13, 14, 4]","[13, 14, -1]",-0.1,0.95,"[13, 14, 4]",True
12,0.95,-0.09025,"[12, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[12, 14, 13]",False
14,0.95,-0.095,"[12, 14, -1]","[12, -1, -1]",0.0,0.9025,"[12, 14, 13]",False
13,0.95,-0.1,"[12, 14, 13]","[12, 14, -1]",-0.1,0.95,"[12, 14, 13]",True
0,0.95,-0.09025,"[0, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[0, 0, 10]",False
0,0.95,-0.095,"[0, 0, -1]","[0, -1, -1]",0.0,0.9025,"[0, 0, 10]",False
10,0.95,-0.1,"[0, 0, 10]","[0, 0, -1]",-0.1,0.95,"[0, 0, 10]",True
21,0.95,-0.09025,"[21, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[21, 4, 15]",False
4,0.95,-0.095,"[21, 4, -1]","[21, -1, -1]",0.0,0.9025,"[21, 4, 15]",False
15,0.95,-0.1,"[21, 4, 15]","[21, 4, -1]",-0.1,0.95,"[21, 4, 15]",True
4,0.95,-0.09025,"[4, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[4, 7, 17]",False
7,0.95,-0.095,"[4, 7, -1]","[4, -1, -1]",0.0,0.9025,"[4, 7, 17]",False
17,0.95,-0.1,"[4, 7, 17]","[4, 7, -1]",-0.1,0.95,"[4, 7, 17]",True
15,0.95,-0.09025,"[15, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[15, 0, 12]",False
0,0.95,-0.095,"[15, 0, -1]","[15, -1, -1]",0.0,0.9025,"[15, 0, 12]",False
12,0.95,-0.1,"[15, 0, 12]","[15, 0, -1]",-0.1,0.95,"[15, 0, 12]",True
0,0.95,-0.09025,"[0, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[0, 12, 15]",False
12,0.95,-0.095,"[0, 12, -1]","[0, -1, -1]",0.0,0.9025,"[0, 12, 15]",False
15,0.95,-0.1,"[0, 12, 15]","[0, 12, -1]",-0.1,0.95,"[0, 12, 15]",True
1,0.95,-0.09025,"[1, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[1, 4, 9]",False
4,0.95,-0.095,"[1, 4, -1]","[1, -1, -1]",0.0,0.9025,"[1, 4, 9]",False
9,0.95,-0.1,"[1, 4, 9]","[1, 4, -1]",-0.1,0.95,"[1, 4, 9]",True
